RA,Dec,PmrA,PMDEC,sigPMRA,sigPMDEC,w1mpro_pm,w1sigmpro_pm,w2mpro_pm,w2sigmpro_pm,2MASSRA,2MASSDEC,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,
23.3268163,53.6864792,0.17443,0.05713,0.0127,0.012,14.951,0.019,14.78,0.024,23.325377,53.686363,15.814,0.0848,15.414,0.1215,15.053,0.1196,
22.9698892,52.7750091,0.59081,-0.0639,0.017,0.0176,14.965,0.037,14.816,0.042,22.966004,52.775528,15.715,0.0788,15.33,0.1107,14.908,0.1074,
22.1456363,-28.0504692,0.16907,0.2612,0.0546,0.0553,17.697,0.087,15.586,0.043,,,,,,,,,
22.7192622,-42.8630617,-0.06293,-0.17681,0.011,0.0101,14.783,0.014,14.633,0.019,22.719893,-42.862232,15.722,0.0798,15.239,0.0796,15.091,0.1321,
21.3693476,42.8952978,0.03733,-0.1718,0.0085,0.0073,14.273,0.013,14.102,0.014,21.369156,42.896038,15.31,0.0477,14.838,0.0611,14.618,0.0856,
23.2072782,42.6656489,0.16312,-0.13892,0.0097,0.0085,14.506,0.014,14.378,0.018,23.206384,42.666187,15.374,0.0431,14.831,0.0633,14.783,0.1056,
23.1986085,-36.9954898,0.18531,-0.00773,0.0093,0.009,14.623,0.017,14.396,0.019,23.1978,-36.995472,15.74,0.0647,15.097,0.0857,14.807,0.1236,
21.9798374,-36.9357361,-0.11752,-0.12705,0.0106,0.0097,14.735,0.015,14.518,0.019,21.980601,-36.935268,15.748,0.0723,15.284,0.0868,15.065,0.1389,
22.0614654,-35.9413099,0.19597,-0.02553,0.0115,0.0107,14.882,0.014,14.728,0.022,22.060455,-35.941139,15.776,0.0643,15.364,0.1087,15.128,0.1614,
21.7082772,-36.791297,0.077,-0.17824,0.0144,0.0139,15.293,0.019,15.184,0.029,21.707826,-36.790447,16.245,0.0852,15.816,0.1513,15.388,0.192,
22.826812,-19.6141998,0.27653,-0.0194,0.0093,0.0091,14.363,0.015,14.333,0.017,22.825502,-19.614126,15.243,0.0425,14.695,0.0387,14.463,0.0793,
22.8317542,-19.4560333,0.18767,-0.01593,0.0099,0.0094,14.55,0.015,14.367,0.022,22.831002,-19.456007,15.543,0.0461,15.019,0.0639,14.739,0.0929,
22.7480617,18.9443319,-0.14526,-0.08031,0.0184,0.018,15.457,0.021,15.276,0.039,,,,,,,,,
21.4333376,48.7617177,0.11949,-0.06189,0.0112,0.0103,14.867,0.018,14.666,0.02,21.432599,48.761948,15.789,0.0797,15.337,0.1092,15.083,0.1476,
22.4353732,-71.128596,0.2129,0.02222,0.0144,0.013,15.772,0.019,14.962,0.019,,,,,,,,,
22.1264414,-1.9704576,-0.1325,-0.15988,0.0093,0.0081,14.308,0.015,14.124,0.017,22.127075,-1.969723,15.301,0.0457,14.749,0.054,14.431,0.0717,
23.2328086,-2.0736133,0.14372,-0.02062,0.0101,0.0095,14.573,0.016,14.398,0.019,23.232286,-2.073588,15.579,0.0586,15.114,0.0943,14.878,0.1198,
22.0874779,-1.3803188,0.28051,-0.21404,0.0111,0.0107,14.708,0.018,14.536,0.021,22.086249,-1.379468,15.637,0.0563,15.216,0.0879,14.933,0.1167,
22.9597842,-1.1802283,0.33101,0.03158,0.018,0.0177,15.443,0.021,15.195,0.032,22.958442,-1.180473,16.502,0.1046,15.944,0.158,15.745,0.2556,
23.0706382,-30.7719507,0.25642,-0.2131,0.0088,0.0084,14.291,0.015,14.157,0.016,23.069348,-30.77103,15.137,0.043,14.574,0.073,14.312,0.076,
22.2616084,-29.8851844,0.13264,-0.102,0.0098,0.009,14.47,0.014,14.233,0.017,22.261102,-29.884787,15.496,0.0536,15.107,0.0718,14.703,0.0957,
22.5101641,-30.9395059,0.13172,-0.40659,0.0722,0.078,19.405,0.408,15.86,0.051,,,,,,,,,
23.2610478,2.5245318,0.5791,-0.12611,0.0391,0.0402,17.52,0.085,15.037,0.033,,,,,,,,,
22.8643016,20.8898326,-0.1235,-0.10024,0.0157,0.0148,15.28,0.019,14.908,0.028,,,,,,,,,
21.8028229,30.3805511,0.11611,-0.09833,0.0156,0.0143,15.311,0.019,15.168,0.033,21.802367,30.380875,16.313,0.1068,15.619,0.1282,15.166,0.1165,
22.5950356,-4.800521,-0.20484,-0.27904,0.0186,0.0175,15.353,0.022,15.488,0.039,22.596046,-4.7993,15.274,0.049,15.337,0.089,15.312,0.1514,
22.7867457,-6.520406,-0.0812,-0.15784,0.0038,0.0036,9.071,0.014,8.894,0.008,22.787166,-6.519899,10.098,0.0243,9.551,0.0241,9.243,0.0259,
22.6942349,4.4406384,0.1466,-0.0527,0.0102,0.01,14.585,0.016,14.366,0.02,22.69371,4.440791,15.556,0.0527,15.178,0.0911,14.803,0.0991,
22.6770882,37.9473099,0.15613,-0.09172,0.016,0.015,15.407,0.018,15.244,0.031,,,,,,,,,
22.1271028,-7.2447477,0.10536,-0.02499,0.0122,0.0113,14.528,0.018,14.383,0.02,22.126663,-7.244692,15.397,0.0479,15.046,0.0937,14.845,0.1208,
22.4607441,-43.7472521,0.15711,0.07169,0.0174,0.0165,15.708,0.02,14.998,0.025,,,,,,,,,
23.2611915,23.0941872,0.16184,-0.0233,0.0095,0.0085,14.353,0.015,14.138,0.016,23.260578,23.094257,15.389,0.0509,14.943,0.0671,14.639,0.1023,
22.4592602,-31.4970297,0.21471,0.04565,0.0131,0.0125,15.086,0.016,14.788,0.023,22.458301,-31.497288,17.479,0.3204,16.076,0.2131,15.606,0.2435,
22.0625316,-32.3096671,0.16215,-0.03724,0.0162,0.0152,15.33,0.019,15.134,0.03,22.061839,-32.309566,16.363,0.1128,16.25,,15.061,0.1585,
23.3284335,-54.2183568,0.41106,-0.22814,0.0111,0.0096,14.955,0.014,14.774,0.018,23.325736,-54.217342,16.096,0.1004,15.348,0.1005,15.319,0.2033,
23.7505074,-55.1965672,0.61291,-0.83292,0.0483,0.0466,16.566,0.088,15.519,0.06,,,,,,,,,
21.7377134,53.7734464,-0.53104,-4.35863,0.1517,0.1532,15.849,0.068,14.966,0.055,,,,,,,,,
23.5625489,-11.0729893,0.24604,-0.0248,0.0118,0.0104,14.496,0.015,14.259,0.017,23.561506,-11.072997,15.862,0.0961,14.876,0.0862,14.743,0.1186,
23.3574594,-58.8112671,0.21204,0.00139,0.0193,0.0157,15.71,0.021,15.503,0.036,,,,,,,,,
22.8800659,10.0211367,0.42636,-0.95026,0.0038,0.0033,11.576,0.01,11.357,0.006,22.878493,10.02475,12.401,0.0209,11.931,0.0214,11.675,0.0232,
22.3504303,10.3820728,-0.13209,-0.41535,0.011,0.0064,13.986,0.026,14.057,0.032,22.351,10.383642,14.032,0.0243,13.952,0.0377,13.964,0.0531,
23.0317213,11.0300822,0.09858,-0.07133,0.0135,0.0117,14.907,0.017,14.699,0.025,23.031459,11.030311,16.077,0.0787,15.402,0.0947,14.998,0.127,
22.413374,-11.7206473,0.05749,-0.2193,0.024,0.0242,15.758,0.024,15.603,0.051,22.413334,-11.719975,16.843,0.1486,16.323,0.2485,17.003,,
23.4303386,-63.4163196,0.13094,-0.0324,0.0139,0.0122,15.275,0.016,15.102,0.023,23.429523,-63.416077,16.487,0.1174,15.84,0.1628,15.327,0.1737,
22.5884079,24.5175407,0.02411,-0.12874,0.0106,0.0092,14.561,0.016,14.577,0.021,22.588403,24.517979,15.552,0.0531,14.738,0.0606,14.706,0.1079,
23.295404,-13.7637417,0.12206,-0.0289,0.0104,0.0093,14.22,0.015,14.05,0.016,23.294965,-13.763738,15.1,0.0428,14.558,0.0506,14.334,0.0834,
23.0868459,-13.7655274,-0.02843,-0.1233,0.0126,0.0121,14.852,0.018,14.294,0.019,,,,,,,,,
23.0961602,-50.3851589,0.17324,0.05939,0.0083,0.0073,14.303,0.013,14.109,0.014,23.095186,-50.385487,15.399,0.0555,14.786,0.0726,14.56,0.095,
22.7767342,-50.422523,0.72241,-1.1499,0.0176,0.023,15.288,0.027,15.126,0.034,,,,,,,,,
19.8139766,-82.8523924,0.18379,0.00937,0.0191,0.0181,16.02,0.021,15.942,0.042,,,,,,,,,
23.4528681,-25.086996,0.23061,-0.15833,0.0107,0.0102,14.492,0.016,14.477,0.02,23.451868,-25.086388,15.352,0.0614,14.716,0.0766,14.684,0.1094,
23.6257243,-26.4201894,0.17101,-0.09407,0.0122,0.0116,14.898,0.016,14.678,0.021,23.624995,-26.419847,15.937,0.0853,15.31,0.1317,15.007,0.1563,
23.4215671,-32.800616,0.08937,-0.08581,0.0093,0.0082,14.411,0.013,14.184,0.015,23.421194,-32.800312,15.263,0.0547,14.774,0.0754,14.456,0.0844,
24.1067341,25.0192241,0.14802,-0.05754,0.0118,0.0114,14.767,0.019,14.546,0.021,24.106136,25.01944,15.703,0.0717,15.097,0.0909,15.073,0.1283,
23.6071288,33.6312161,0.37161,-0.04779,0.0478,0.0475,17.52,0.072,15.547,0.042,,,,,,,,,
23.1000273,-45.9145098,0.09942,-0.26882,0.0074,0.0065,14.134,0.013,13.989,0.013,23.099656,-45.913338,15.017,0.0345,14.431,0.0456,14.273,0.0675,
22.7667985,-45.8000568,0.17271,0.0467,0.0089,0.0078,14.583,0.014,14.31,0.015,22.766047,-45.800247,16.763,0.1571,15.635,0.1286,14.961,0.1273,
23.8563726,17.2506339,-0.33327,-0.20412,0.0265,0.0281,16.96,0.054,14.657,0.023,,,,,,,,,
24.3129294,-17.4576318,-0.057,-0.31377,0.0192,0.0171,15.371,0.018,15.518,0.043,24.3132,-17.456182,15.335,0.0386,15.258,0.0716,15.2,0.14,
23.2396594,-35.4477894,0.21686,0.0183,0.0042,0.0037,10.446,0.011,10.273,0.008,23.238634,-35.447868,11.449,0.0243,10.854,0.0215,10.6,0.0193,
23.884153,-35.0730168,-0.1232,-0.0659,0.0097,0.0092,14.67,0.014,14.462,0.017,23.884886,-35.072742,16.365,0.0998,15.837,0.1339,15.023,0.1317,
24.5462196,-41.3717881,0.45036,0.08219,0.0912,0.0868,18.467,0.152,16.288,0.07,,,,,,,,,
25.3644478,-68.5509213,0.11488,0.03512,0.007,0.0063,14.213,0.013,14.009,0.012,25.363419,-68.551071,15.317,0.0625,14.588,0.0671,14.306,0.0844,
25.4636754,-68.3847603,0.15998,-0.01474,0.0116,0.0105,15.25,0.016,15.058,0.021,,,,,,,,,
23.5945258,18.0208861,0.19099,0.02014,0.0099,0.0088,14.371,0.016,14.189,0.017,23.593808,18.020634,15.489,0.0584,14.894,0.0718,14.559,0.0976,
24.049264,17.8464735,0.13331,-0.0305,0.0115,0.0106,14.676,0.016,14.587,0.022,24.048911,17.846447,15.808,0.0695,15.151,0.0764,14.879,0.1003,
23.6204217,18.0383618,0.18735,-0.08422,0.0121,0.012,14.84,0.018,14.687,0.024,23.619748,18.038549,15.787,0.0765,15.316,0.0834,15.051,0.1615,
24.0617765,34.4261848,0.18403,-0.00975,0.0095,0.0089,14.494,0.015,14.332,0.018,24.060957,34.426128,15.36,0.0463,14.835,0.0624,14.681,0.0752,
23.0609262,-50.7407405,0.12601,0.01879,0.0078,0.0071,14.219,0.014,14.031,0.013,23.060332,-50.740803,15.118,0.0485,14.592,0.0578,14.478,0.0866,
22.8405081,-51.9251393,0.15749,0.09717,0.0215,0.0188,15.994,0.022,15.603,0.037,,,,,,,,,
23.8363716,-55.4949476,0.11546,0.03883,0.0077,0.0068,14.184,0.013,13.997,0.012,23.835973,-55.495201,15.035,0.0421,14.586,0.0591,14.281,0.0793,
23.6790128,-55.4737342,0.1104,-0.04767,0.008,0.0066,14.287,0.013,14.088,0.013,23.678583,-55.473598,15.319,0.054,14.877,0.07,14.549,0.1023,
23.9831946,-29.1992867,0.14202,0.04451,0.0118,0.0105,14.777,0.016,14.604,0.022,23.982743,-29.199484,15.885,0.0782,15.194,0.0977,14.842,0.1187,
23.8000807,-28.7888822,0.21417,0.05312,0.0125,0.0117,14.858,0.017,14.692,0.022,23.799272,-28.789066,15.728,0.0637,15.368,0.0925,15.155,0.137,
24.4580886,-60.2061328,0.05127,0.03105,0.0082,0.0069,14.275,0.014,14.109,0.013,24.457824,-60.206322,15.39,0.057,14.835,0.076,14.501,0.0809,
24.7698123,28.0703419,0.11692,-0.02867,0.0105,0.0093,14.515,0.016,14.519,0.021,24.769356,28.070423,15.362,0.0673,14.714,0.0753,14.506,0.0997,
24.651189,28.324776,0.15298,-0.04318,0.0105,0.0094,14.553,0.016,14.338,0.018,24.650383,28.32497,16.291,0.1176,15.298,0.1187,14.894,0.1094,
24.6349004,47.5384378,0.36301,-0.12552,0.0094,0.0077,14.279,0.02,14.201,0.023,24.632523,47.538918,15.104,0.063,14.559,0.0725,14.495,0.0788,
23.6554759,-2.9537919,0.16849,-0.13043,0.0135,0.0126,14.98,0.018,14.838,0.025,23.654918,-2.953241,15.932,0.068,15.256,0.0785,15.213,0.1514,
24.1689536,1.5547717,0.13393,-0.18319,0.0178,0.0164,15.349,0.045,15.087,0.055,,,,,,,,,
24.3536063,35.7793799,-0.07935,-0.08095,0.017,0.0159,15.468,0.022,15.344,0.036,24.354075,35.779545,16.768,0.137,16.29,0.2169,15.523,0.1586,
24.4641425,-4.3209134,0.13162,-0.0979,0.0148,0.0142,15.15,0.02,14.86,0.028,,,,,,,,,
23.3015685,-72.2245592,0.4455,0.06346,0.0304,0.0279,16.113,0.037,15.782,0.041,,,,,,,,,
24.0266976,-6.9502733,0.15803,-0.23019,0.0125,0.0116,14.812,0.016,14.712,0.024,24.02613,-6.9494,15.805,0.0821,15.292,0.1041,15.026,0.1457,
24.9679007,-23.0786078,0.1799,-0.05371,0.0166,0.0164,15.435,0.021,15.252,0.031,24.967222,-23.07851,16.846,0.1302,16.307,0.168,15.814,0.1918,
25.8886694,-64.8969656,0.06998,0.014,0.0076,0.0063,14.125,0.013,14.025,0.013,25.888279,-64.89698,15.073,0.043,14.488,0.0425,14.263,0.068,
23.6168816,64.4470073,-0.12528,-0.00515,0.0041,0.0036,8.112,0.014,7.913,0.008,23.618318,64.447075,9.099,0.0286,8.55,0.0296,8.266,0.0233,
25.681079,64.877015,0.44806,0.00415,0.0113,0.0089,14.103,0.032,13.932,0.03,25.67656,64.877029,15.036,0.0375,14.534,0.0539,14.334,0.0661,
23.7459359,-9.0809113,-0.09488,-0.61823,0.0119,0.0176,14.411,0.031,14.215,0.034,23.746559,-9.078194,15.247,0.057,14.81,0.0717,14.755,0.1266,
24.2410111,9.5630482,1.60865,-0.04294,0.0028,0.0027,12.391,0.009,11.428,0.006,,,,,,,,,
25.0341428,-37.4815374,0.19624,-0.1444,0.0228,0.0209,15.9,0.022,15.765,0.046,,,,,,,,,
25.1712999,-53.4430598,0.09123,0.00705,0.0072,0.0068,14.222,0.014,14.051,0.013,25.170784,-53.443039,15.166,0.043,14.718,0.0493,14.344,0.067,
24.7083616,11.3543741,1.34359,-1.75812,0.0118,0.0104,14.201,0.033,14.005,0.026,,,,,,,,,
24.2520556,11.2139515,0.15371,-0.35438,0.0089,0.0083,14.194,0.016,14.041,0.016,24.251534,11.215312,14.933,0.0441,14.427,0.0513,14.25,0.0675,
24.6180474,-11.8388756,0.21913,-0.0121,0.0089,0.0082,14.276,0.014,14.112,0.017,24.617134,-11.838971,15.248,0.0573,14.655,0.0597,14.429,0.0894,
24.213797,-12.7475024,0.11003,-0.12127,0.0133,0.0117,14.69,0.017,14.563,0.022,24.213468,-12.747116,15.622,0.0547,15.1,0.0793,14.991,0.1164,
24.3741108,-11.4168047,0.1862,-0.01313,0.0121,0.0105,14.736,0.017,14.486,0.02,24.373516,-11.416777,15.628,0.0663,15.175,0.0869,15.105,0.1454,
25.1013912,-12.6630765,0.01252,-0.20384,0.0157,0.0127,15.084,0.017,14.933,0.027,25.101451,-12.662321,15.998,0.0723,15.255,0.0683,15.134,0.1298,
25.362831,-31.6578585,-0.0477,-0.17507,0.0099,0.0088,14.465,0.015,14.275,0.017,25.363181,-31.657082,15.652,0.0558,14.966,0.0407,14.628,0.0814,
24.3207252,-31.6249926,0.11298,-0.14796,0.0154,0.0148,15.358,0.019,15.099,0.028,24.32013,-31.624407,17.196,0.1989,16.197,0.1948,15.697,0.2332,
25.5871888,-31.5643112,0,0,0.0488,0.0362,18.113,,17.588,,,,,,,,,,
25.285628,-48.6887016,0.11992,0.01562,0.0075,0.0066,14.148,0.012,14.012,0.013,25.285218,-48.688805,15.067,0.0449,14.439,0.0476,14.288,0.0702,
24.0232252,-47.8299473,0.05091,-0.11013,0.0074,0.0069,14.216,0.014,14.01,0.013,24.023061,-47.829571,15.119,0.043,14.582,0.0393,14.437,0.0675,
24.6938046,-49.0488299,0.1303,0.00455,0.0081,0.0071,14.283,0.013,14.083,0.013,24.693264,-49.048901,15.338,0.0591,14.711,0.0553,14.46,0.0735,
24.5845061,-47.7512686,0,0,0.0197,0.0271,18.078,,17.409,,,,,,,,,,
25.0023133,-48.5616301,0.06447,0.10474,0.0099,0.0092,14.861,0.016,14.511,0.017,25.001994,-48.562,16.867,0.178,16.053,0.186,15.752,0.2673,
25.4296646,31.7198458,0.10288,-0.16696,0.0108,0.0098,14.746,0.016,14.567,0.022,25.429172,31.720524,15.76,0.0551,15.256,0.071,15.078,0.097,
24.9551759,-13.9489174,0.07772,-0.0986,0.0117,0.01,14.478,0.014,14.283,0.018,24.954897,-13.948581,15.38,0.0493,14.765,0.054,14.893,0.1094,
25.6688063,-57.3186853,0.16942,-0.04191,0.0095,0.0081,14.52,0.027,14.268,0.023,25.66745,-57.31855,15.352,0.0734,14.93,0.082,14.68,0.1195,
25.4053943,-26.3169192,0.06648,-0.17138,0.0092,0.0093,14.528,0.015,14.402,0.018,25.405216,-26.316227,15.385,0.0538,14.836,0.0616,14.588,0.0966,
25.4872589,-26.3711339,0.18128,-0.11123,0.0163,0.0162,15.421,0.022,15.266,0.036,25.486509,-26.370691,16.375,0.0975,15.855,0.1657,15.593,,
25.3204345,15.4590957,0.15029,-0.20361,0.0142,0.0137,15.041,0.019,14.957,0.028,25.319836,15.459875,15.986,0.096,15.391,0.1115,14.9,,
25.5460017,25.7370445,0.06117,-0.10793,0.0099,0.0089,14.311,0.016,14.173,0.017,25.545843,25.737507,15.327,0.0529,14.615,0.0526,14.435,0.088,
25.0565427,-70.3559579,0.10822,0.02726,0.0071,0.0061,14.175,0.014,14.005,0.012,25.055406,-70.356033,15.169,0.0567,14.719,0.0789,14.426,0.1085,
24.8571634,17.2779897,0.11105,-0.06667,0.0091,0.0078,14.219,0.014,14.045,0.016,24.856768,17.278315,15.24,0.0626,14.609,0.0668,14.395,0.1193,
25.7405942,17.1360156,0.00663,-0.03342,0.1342,0.1334,19.244,,18.043,,,,,,,,,,
22.1502055,80.9651574,0.18633,-0.02528,0.008,0.0067,14.288,0.013,14.099,0.013,22.145528,80.965302,15.183,0.0662,14.608,0.079,14.368,0.0882,
24.95202,-61.7710695,0.20315,0.00505,0.0148,0.0132,15.464,0.017,15.352,0.03,,,,,,,,,
25.7491693,62.0694444,0.5907,0.01895,0.0098,0.0084,14.272,0.012,14.042,0.014,25.743392,62.069485,15.396,0.052,14.784,0.0626,14.454,0.0606,
25.5622824,-17.8884597,0.69558,-0.1444,0.0105,0.0136,9.62,0.014,10.632,0.021,,,,,,,,,
25.5789136,-18.7876634,0.10482,-0.15551,0.0119,0.0118,14.608,0.016,14.442,0.019,25.578666,-18.786926,15.542,0.0441,15.056,0.0622,14.917,0.095,
24.7347519,-18.5283487,0.10859,-0.20188,0.0132,0.0123,14.824,0.015,14.564,0.022,24.734479,-18.527519,16.664,0.1212,16.149,0.1752,15.281,0.1483,
24.799017,-17.56817,0.26473,0.009,0.0165,0.0158,15.166,0.018,14.936,0.027,24.798002,-17.568327,16.496,0.1055,15.839,0.1154,15.617,0.2132,
25.4706619,-26.5430748,0.191,-0.07657,0.0141,0.0129,15.157,0.017,15.068,0.028,25.469867,-26.542784,15.959,0.0712,15.596,0.1257,15.034,0.1329,
25.96841,-50.6933866,0.22766,-0.07991,0.009,0.008,14.508,0.024,14.286,0.024,25.966961,-50.6931,15.382,0.0601,14.888,0.0547,14.639,0.0904,
25.5268804,-2.8176884,0.17683,-0.16111,0.0093,0.0087,14.294,0.015,14.086,0.017,25.526222,-2.817029,15.264,0.0373,14.687,0.0678,14.378,0.0729,
25.4373212,-2.7346572,0.13864,-0.02122,0.0108,0.0103,14.566,0.016,14.502,0.02,25.436822,-2.73471,15.443,0.0428,14.962,0.0591,14.865,0.1126,
26.1264829,2.4148676,0.38944,-0.21252,0.0039,0.0035,8.912,0.011,8.778,0.008,26.12506,2.415623,9.964,0.0256,9.33,0.0241,9.074,0.0212,
26.2844365,3.5719462,0.17662,0.04915,0.009,0.0082,14.212,0.015,14.083,0.016,26.283857,3.571649,15.229,0.0405,14.58,0.0479,14.505,0.0702,
25.1378303,28.8513969,0.15581,-0.02897,0.0162,0.015,15.315,0.019,15.181,0.034,25.137187,28.851322,16.169,0.0993,15.559,0.1281,15.357,,
25.4537451,41.2986754,0.16006,0.00476,0.01,0.0093,14.408,0.017,14.235,0.017,25.452793,41.298695,15.488,0.0498,14.912,0.0631,14.552,0.0826,
26.1538338,-3.9883901,0.161,-0.05988,0.0104,0.0099,14.607,0.017,14.383,0.018,26.15325,-3.988217,15.651,0.0555,15.022,0.069,14.843,0.1043,
25.5973001,-5.7808663,0.18008,-0.1948,0.0102,0.0096,14.573,0.016,14.201,0.017,25.596667,-5.780002,15.853,0.0601,15.268,0.0879,14.792,0.0971,
25.8360109,-21.9290821,0.10274,-0.05747,0.0111,0.0099,14.62,0.015,14.416,0.019,25.835623,-21.928944,15.719,0.0562,15.249,0.0671,14.93,0.1156,
25.6339156,5.3905793,0.66172,-0.22253,0.0199,0.0215,15.048,0.03,14.9,0.052,25.631389,5.391258,15.909,0.0757,15.593,0.1226,15.6,0.2243,
25.7989877,21.0195974,-0.07221,-0.02399,0.0038,0.0035,8.249,0.014,8.069,0.008,25.799449,21.019621,9.249,0.0216,8.631,0.021,8.359,0.0225,
25.7503024,-67.3126248,-0.40979,-1.37334,0.0064,0.005,13.215,0.01,13.164,0.009,,,,,,,,,
27.4649341,-66.6134807,0.11376,0.0186,0.0076,0.0067,14.233,0.013,14.063,0.013,27.464015,-66.613579,15.258,0.0582,14.63,0.0572,14.454,0.0799,
25.7500674,-67.3129228,-0.37566,-1.62021,0.01,0.0119,13.721,0.013,13.688,0.012,,,,,,,,,
26.3679265,-30.2199112,0.1949,-0.03723,0.0084,0.0079,14.196,0.014,14.107,0.015,26.366926,-30.219778,15.034,0.0393,14.47,0.0407,14.171,0.0547,
25.8319073,22.3656513,0.12478,-0.02596,0.0111,0.0101,14.649,0.017,14.438,0.02,25.83144,22.365608,15.536,0.0555,15.092,0.0675,14.822,0.0974,
26.5424467,29.6238456,0.2353,-0.07734,0.0089,0.0078,14.274,0.015,14.046,0.015,26.541287,29.62413,15.592,0.0593,14.973,0.0762,14.686,0.1111,
25.8082678,29.909881,0.18365,-0.30911,0.0197,0.0185,15.698,0.022,15.519,0.044,25.807463,29.911083,17.195,0.174,16.369,0.1969,15.609,0.175,
25.9467353,10.578228,0.14531,-0.06261,0.0185,0.0188,15.423,0.023,15.262,0.038,25.946426,10.5784,16.308,0.0991,15.996,0.1354,15.562,0.2193,
26.1471669,46.4479814,0.11812,-0.14198,0.0153,0.0138,14.958,0.023,14.646,0.023,26.146281,46.44828,15.216,0.046,14.585,0.0551,14.213,0.0639,
25.9805219,-12.4230803,-0.03746,-0.19176,0.0168,0.0153,15.409,0.019,15.135,0.032,,,,,,,,,
26.3443299,-51.0789823,0.22424,-0.0213,0.0192,0.0169,15.481,0.021,15.5,0.035,,,,,,,,,
26.7354468,42.5695057,-0.47928,0.04333,0.0325,0.0337,19.129,0.309,15.062,0.027,,,,,,,,,
25.5736753,41.7815987,0.51744,-0.80462,0.1343,0.1474,19.365,,16.421,0.096,,,,,,,,,
26.734522,42.5685084,-1.14273,0.19494,0.1573,0.1438,19.372,0.448,16.348,0.094,,,,,,,,,
25.8256015,-13.6803628,0.03324,-0.19915,0.0117,0.0122,14.896,0.018,14.841,0.026,25.825486,-13.679544,15.888,0.0703,15.237,0.0848,15.089,0.128,
25.8748964,-23.7499901,0.26015,0.01545,0.0158,0.0163,15.323,0.019,15.219,0.034,,,,,,,,,
26.5316754,-37.9513466,0.48433,0.40557,0.0597,0.058,18.299,0.134,15.735,0.044,,,,,,,,,
27.0909085,-25.8236286,0.27682,-0.11022,0.0304,0.033,16.417,0.036,15.247,0.034,,,,,,,,,
26.5141977,-26.3195549,0.54449,-0.46801,0.0713,0.0742,19.024,,15.877,0.052,,,,,,,,,
27.5614014,-47.7272114,0.12423,0.00445,0.0087,0.008,14.465,0.02,14.298,0.02,27.560841,-47.727222,15.385,0.0624,14.772,0.0782,14.474,0.0905,
26.5927843,-27.9704801,0.13459,-0.21552,0.0078,0.0073,14.135,0.014,13.993,0.014,26.592153,-27.969507,15.011,0.0399,14.481,0.0535,14.243,0.0691,
26.9667225,-44.0538254,0.10329,-0.02667,0.0077,0.0068,14.181,0.013,14.002,0.013,26.966319,-44.053783,15.194,0.049,14.619,0.0262,14.306,0.0675,
28.0107837,-43.1627267,0.19874,0.01722,0.0097,0.0084,14.575,0.014,14.411,0.017,28.009751,-43.162788,15.502,0.0638,14.892,0.0833,14.681,0.1023,
27.2445845,27.9193099,0.08043,-0.19637,0.0098,0.009,14.526,0.014,14.376,0.019,27.244306,27.920237,15.393,0.0521,14.907,0.0699,14.687,0.1054,
26.907675,27.1218842,-0.03564,-0.17241,0.0141,0.0133,15.055,0.017,14.943,0.028,26.907886,27.12257,15.897,0.0784,15.248,0.0981,15.067,0.117,
27.4086158,43.9569662,0.16999,0.02489,0.0108,0.0094,14.806,0.016,14.586,0.02,27.407735,43.956825,15.742,0.0719,15.048,0.0888,15.017,0.1153,
26.2707315,44.2911117,0.21217,-0.06121,0.0125,0.0109,15.036,0.016,14.866,0.024,26.269508,44.291462,16.06,0.102,15.487,0.1021,15.302,0.1598,
28.0943375,52.4236398,0.17906,-0.04688,0.0089,0.0075,14.2,0.013,14.183,0.016,28.093111,52.423744,15.133,0.0402,14.593,0.0604,14.361,0.0563,
27.0256187,53.6365521,0.11953,-0.02395,0.009,0.0078,14.398,0.014,14.145,0.014,27.02487,53.636707,15.62,0.0545,15.006,0.0667,14.677,0.077,
27.5229783,-1.256532,0.09643,-0.11283,0.0091,0.0085,14.215,0.016,14.158,0.017,27.522605,-1.256117,15.169,0.0466,14.548,0.048,14.401,0.0772,
27.8971671,-19.2024986,0.13019,-0.0036,0.0105,0.0092,14.458,0.015,14.289,0.018,27.896759,-19.202515,15.625,0.0544,14.924,0.0546,14.71,0.0803,
27.4033611,-19.0317359,0.12888,0.00227,0.0164,0.0149,15.06,0.019,14.931,0.028,27.402905,-19.03174,15.926,0.0657,15.424,0.0868,15.143,0.1195,
27.5460074,-19.659586,0.1541,-0.12844,0.017,0.0161,15.376,0.022,14.649,0.024,,,,,,,,,
26.5935871,-19.898235,-0.37108,-1.31828,0.0434,0.0374,15.332,0.031,15.041,0.036,,,,,,,,,
27.0627911,-4.9695217,0.11293,-0.01374,0.0102,0.0085,14.209,0.014,14.215,0.017,27.06235,-4.969411,15.095,0.0386,14.493,0.0443,14.382,0.0803,
28.0068806,5.7550368,0.75659,-0.23429,0.0939,0.1304,16.537,0.024,16.654,0.216,,,,,,,,,
26.9707879,-7.0938528,0.24028,0.02122,0.0168,0.0161,15.416,0.021,15.223,0.036,,,,,,,,,
27.8356183,7.2806155,0.03596,-0.13563,0.0114,0.0105,14.646,0.016,14.577,0.022,27.835659,7.281074,15.548,0.0624,15.144,0.1036,14.679,0.0969,
