RA,Dec,PmrA,PMDEC,sigPMRA,sigPMDEC,w1mpro_pm,w1sigmpro_pm,w2mpro_pm,w2sigmpro_pm,2MASSRA,2MASSDEC,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,
216.3122894,7.5800681,-0.26162,0.00801,0.0118,0.0136,15.151,0.018,14.883,0.026,216.313245,7.579929,17.121,,15.987,0.1513,15.901,,
217.3251724,65.3588481,-0.08118,0.0026,0.0067,0.0076,14.446,0.012,14.208,0.013,217.32584,65.358864,15.382,0.0482,14.892,0.0694,14.729,0.1025,
216.435171,-16.0293544,-0.12145,-0.03551,0.0101,0.0117,14.661,0.017,14.533,0.021,216.435545,-16.029171,15.73,0.0766,15.183,0.0812,14.834,0.1321,
217.4827546,-50.7575129,-0.04948,-0.4349,0.0076,0.0082,14.091,0.013,13.979,0.016,217.483044,-50.755737,15.001,0.0355,14.634,0.0523,14.201,0.0809,
216.5532576,31.5105175,-0.12616,-0.15536,0.0069,0.0077,14.264,0.013,14.01,0.014,216.553763,31.511118,16.623,0.1581,15.593,0.1329,14.722,0.0899,
217.2867937,74.529574,-0.10111,0.04891,0.0071,0.0072,14.415,0.015,14.231,0.013,217.288333,74.529388,15.472,0.058,14.846,0.0846,14.906,0.1406,
217.545852,5.5786834,-0.28916,-0.38784,0.0096,0.0106,14.618,0.015,14.497,0.02,217.546845,5.58034,15.47,0.0666,14.965,0.0617,14.92,0.1249,
217.6521835,18.2650111,-0.23732,-0.19448,0.0196,0.0216,15.855,0.023,15.567,0.038,217.653143,18.265612,17.072,0.2132,16.22,0.2083,15.604,0.2086,
218.2971921,-8.6270468,-0.32815,-0.15552,0.044,0.0484,18.263,0.163,15.215,0.035,,,,,,,,,
216.3801081,68.2953704,-0.06643,0.00419,0.0074,0.0081,14.63,0.014,14.474,0.014,216.380596,68.295334,15.507,,15.108,,14.899,0.1506,
217.4968373,18.9580514,-0.03292,-0.27676,0.0197,0.0239,15.883,0.024,15.842,0.048,217.496825,18.959089,16.629,0.1319,17.218,,15.407,,
217.7569979,19.2160438,-0.05558,-0.39027,0.0235,0.0271,15.988,0.033,15.804,0.058,,,,,,,,,
219.3754365,69.7222531,-0.07139,0.03495,0.0071,0.0068,14.332,0.015,14.139,0.013,219.376283,69.722084,15.298,0.0487,14.768,0.0675,14.45,0.1004,
219.3501455,80.8267251,-0.09571,-0.00421,0.0072,0.0066,14.355,0.015,14.142,0.013,219.352612,80.826759,15.407,0.054,14.747,0.0732,14.765,0.0969,
218.5049532,28.5128571,-0.04252,-0.16508,0.01,0.0116,14.921,0.016,14.725,0.021,218.505111,28.513638,15.966,0.072,15.609,0.1002,15.233,0.1434,
217.8668729,-2.7397418,-0.42654,-0.0721,0.0409,0.0487,16.324,0.046,16.083,0.075,,,,,,,,,
217.1187528,1.400738,-0.23225,-0.0896,0.018,0.0203,15.532,0.035,15.252,0.045,217.119569,1.401096,16.998,0.1904,16.131,0.18,15.476,0.2273,
217.5583774,-24.3367458,0.13828,-0.08041,0.0128,0.014,14.82,0.017,14.667,0.025,217.557689,-24.336279,16.288,0.1201,15.648,0.1783,14.858,0.1423,
217.4631551,21.3341977,-0.36019,0.04543,0.0125,0.0149,15.277,0.017,15.129,0.029,217.464707,21.33403,16.31,0.0971,15.783,0.139,15.985,0.2862,
217.1686165,23.6533001,-0.32922,0.091,0.0113,0.0125,14.921,0.032,14.736,0.035,,,,,,,,,
217.1850336,24.152878,-0.25632,-0.04251,0.0121,0.0139,15.208,0.018,14.953,0.026,217.186166,24.153082,16.52,0.1202,16.2,0.1631,15.332,0.1554,
217.5920638,26.617747,-0.03769,-0.19872,0.0111,0.0131,15.078,0.017,14.946,0.024,217.592147,26.618551,15.852,0.0752,15.275,0.0905,15.128,0.1449,
217.5178459,27.5418364,-0.37724,-0.08459,0.0114,0.0124,15.075,0.016,14.899,0.024,217.519519,27.542229,16.009,0.0752,15.416,0.0981,15.221,0.1386,
218.7477851,26.9820303,-0.16971,-0.18025,0.0134,0.016,15.356,0.02,15.262,0.035,218.748345,26.982655,16.24,0.0948,15.83,0.1233,15.405,0.1789,
218.5080033,-6.9240054,-0.27163,-0.16377,0.0583,0.061,17.874,0.113,15.698,0.048,,,,,,,,,
218.0409543,8.2011276,-0.19441,0.00103,0.0081,0.0099,14.389,0.016,14.208,0.017,218.0417,8.201062,15.415,0.0478,14.851,0.0812,14.693,0.1115,
218.9972896,-23.0524913,0,0,0.1296,0.1535,19.266,,18.214,,,,,,,,,,
219.1466138,-36.6514345,-0.17193,-0.26934,0.0112,0.013,14.798,0.016,14.585,0.022,219.14765,-36.650261,16.6,0.1106,15.929,0.1586,15.491,0.1614,
218.1014039,-49.1118795,0,0,0.0393,0.0469,17.623,,17.212,,,,,,,,,,
217.4210105,-48.1361895,0.64224,1.58033,0.2118,0.2091,16.46,0.099,17.214,0.327,,,,,,,,,
218.6471861,22.0469147,-0.79086,0.16205,0.0074,0.0048,13.295,0.007,12.954,0.013,218.65069,22.046198,14.519,0.0356,13.833,0.0405,13.545,0.0419,
218.2569164,36.1117975,0.0474,-0.20353,0.0141,0.0156,15.549,0.02,15.249,0.027,218.256529,36.11261,16.672,0.1459,16.107,0.1927,15.75,0.2712,
218.6800935,50.1889408,0.05869,-0.26649,0.0096,0.0121,15.039,0.016,14.868,0.02,218.679655,50.189999,16.791,0.1326,15.788,0.1425,15.331,0.125,
218.0812797,49.4262262,-0.02969,-0.40306,0.0133,0.0164,15.411,0.018,15.335,0.028,218.081331,49.427929,16.397,0.0852,15.685,0.1394,15.555,0.161,
218.3762799,-11.0056628,-0.14533,-0.0061,0.0036,0.0038,8.791,0.012,8.63,0.009,218.376874,-11.00567,9.724,0.0256,9.143,0.0253,8.89,0.0245,
217.7719703,-43.9621848,-0.80467,-0.463,0.0202,0.0267,15.047,0.028,14.701,0.029,,,,,,,,,
218.0401238,42.5380495,0.26444,-0.30408,0.0528,0.0578,17.88,0.08,15.993,0.051,,,,,,,,,
219.1765189,43.545168,-0.39704,0.5789,0.0227,0.0226,15.439,0.033,15.427,0.053,219.178603,43.542801,15.83,0.0605,15.615,0.1115,15.602,0.1703,
218.7801822,16.8967321,-1.5585,-0.409,0.0032,0.0034,10.241,0.011,10.033,0.008,218.787857,16.898659,11.132,0.0217,10.63,0.0202,10.377,0.0169,
218.7800945,16.8968599,-1.9768,-0.3831,0.008,0.0107,10.729,0.017,10.493,0.013,,,,,,,,,
218.7844317,16.8984149,0,0,0.0416,0.0515,19.291,,18.153,,,,,,,,,,
219.2613493,-39.780038,-0.09835,-0.17297,0.0109,0.0124,14.743,0.016,14.597,0.022,219.261869,-39.779404,15.734,0.068,15.082,0.0627,15.023,0.1267,
218.7824745,39.9744178,-0.12562,0.02729,0.0103,0.0121,14.896,0.016,14.874,0.022,218.783049,39.974331,15.858,0.0712,15.324,0.0948,15.331,0.1834,
218.5980692,39.6781578,-0.19199,-0.34189,0.0143,0.0169,15.514,0.019,15.457,0.032,218.599081,39.679668,16.443,0.1146,15.965,0.1576,15.642,,
217.6621786,56.8202965,-0.08928,-0.0359,0.0072,0.0083,14.408,0.014,14.162,0.013,217.662869,56.820423,15.349,0.059,14.995,0.0916,14.813,0.1253,
218.1082578,56.9736413,-0.50405,-0.1879,0.0842,0.0895,18.416,0.124,16.397,0.067,,,,,,,,,
218.8853488,-17.8784403,0.18131,-0.17146,0.0128,0.0143,14.894,0.033,14.547,0.034,218.884242,-17.878031,16.064,0.0863,15.625,0.1678,15.252,0.1444,
217.550137,67.0088314,-0.09178,-0.00956,0.0063,0.0072,14.475,0.012,14.28,0.013,217.551204,67.008865,15.416,0.0576,14.865,0.0771,14.682,0.1192,
220.0959665,71.9976384,0.31538,3.49674,0.1843,0.1522,16.836,0.059,15.766,0.057,,,,,,,,,
218.5753631,-9.0352446,-0.09692,-0.10155,0.0089,0.0095,14.365,0.016,14.258,0.018,218.575677,-9.034925,15.234,0.0493,14.715,0.0566,14.521,0.0982,
218.5936434,-8.6598062,0.43013,-0.20758,0.0812,0.0944,19.653,,16.02,0.068,,,,,,,,,
218.365217,9.4685971,-0.22956,0.01328,0.0192,0.0222,15.956,0.025,14.843,0.025,,,,,,,,,
218.4494303,29.8945227,-0.00658,-0.09333,0.0069,0.0081,14.235,0.013,14.013,0.014,218.449301,29.894836,15.379,0.0563,14.891,0.0867,14.507,0.0646,
218.2713438,30.2899125,0.06143,-0.38889,0.01,0.0119,14.97,0.016,14.844,0.021,218.270975,30.291487,15.83,0.0782,15.295,0.0934,15.189,0.1376,
218.2745337,30.2845902,0.05912,-0.39857,0.0125,0.0134,15.278,0.017,15.205,0.028,218.274086,30.286137,16.188,0.106,15.552,0.124,15.458,0.1668,
220.0587523,-34.313249,-0.11221,-0.122,0.0108,0.0121,14.744,0.019,14.477,0.021,220.0593,-34.312859,16.523,0.1727,15.532,0.1687,14.803,0.1466,
219.861679,19.489375,-1.58216,0.47031,0.0021,0.0031,11.588,0.008,11.343,0.006,219.868204,19.487495,12.759,0.0193,12.041,0.0191,11.546,0.0224,
219.861469,19.4894384,-1.82826,0.6074,0.0114,0.0125,12.116,0.013,11.786,0.008,,,,,,,,,
219.608093,35.3892537,-0.10636,0.04185,0.0066,0.0079,14.24,0.013,14.051,0.013,219.608501,35.389069,15.287,0.0515,14.849,0.0699,14.534,0.0855,
219.4795145,-3.1042096,-0.55074,-0.24841,0.0071,0.0068,13.701,0.013,13.603,0.021,219.481928,-3.103202,14.447,0.0373,13.97,0.0317,13.783,0.0508,
219.2109819,-3.0502501,-0.21482,-0.01826,0.0162,0.0176,14.883,0.023,14.862,0.032,219.211522,-3.049943,14.639,,14.571,0.076,13.98,,Hey
219.2109819,-3.0502501,-0.21482,-0.01826,0.0162,0.0176,14.883,0.023,14.862,0.032,219.211734,-3.049602,15.266,0.0767,14.188,,14.364,0.0883,Hey
218.9390393,-0.580129,-0.05812,-0.10245,0.0092,0.0106,14.474,0.015,14.519,0.021,218.939104,-0.579767,15.249,0.0478,14.654,0.0546,14.667,0.1009,
219.5342429,28.6770832,-0.24783,-0.13192,0.0108,0.0126,15.053,0.016,14.796,0.022,,,,,,,,,
220.3706329,45.6346924,-0.13439,-0.0196,0.0066,0.008,14.239,0.013,14.025,0.013,220.3711,45.634747,15.203,0.0501,14.547,0.0551,14.415,0.0692,
220.2088496,53.3374818,-0.1939,0.05999,0.0087,0.0102,14.848,0.014,14.65,0.017,220.210198,53.337227,16.594,0.1501,15.372,0.1146,15.337,0.203,
220.1545241,-7.6325502,-0.1412,0.03246,0.0111,0.0127,14.811,0.017,14.683,0.024,220.154986,-7.632611,15.844,0.0734,15.089,0.0659,15.045,0.1352,
220.160697,-23.6030776,-0.32086,-0.26904,0.0095,0.01,14.148,0.018,14.098,0.019,220.162248,-23.60186,15.069,0.0491,14.481,0.048,14.408,0.084,
219.7293024,24.6457174,-0.268,0.02322,0.0152,0.0174,15.651,0.021,15.444,0.033,219.730297,24.645796,17.189,0.217,16.724,0.3449,15.562,0.209,
220.0969091,27.7679152,-0.16232,-0.07138,0.009,0.0104,14.701,0.016,14.64,0.019,220.097611,27.768175,15.449,0.0498,14.958,0.0706,14.784,0.1,
220.0009031,26.7776848,-0.09207,-0.1103,0.0119,0.0134,15.185,0.017,15.001,0.026,220.001196,26.778006,16.052,0.0865,15.786,0.1377,15.34,0.1615,
220.014879,-10.9141982,-0.13312,0.00898,0.009,0.01,14.396,0.016,14.256,0.019,220.015287,-10.914185,15.426,0.052,14.913,0.0513,14.591,0.0908,
219.4939588,10.731752,-0.06966,-0.15773,0.0118,0.0141,15.115,0.018,14.912,0.027,219.494287,10.732472,16.138,0.1439,15.633,0.1513,15.635,,
219.8236328,-17.3434565,-0.2177,-0.08623,0.0108,0.0114,14.544,0.028,14.291,0.03,219.824612,-17.343178,16.525,0.118,15.545,0.1261,14.698,0.1198,
220.4846282,16.9675256,0,0,0.0952,0.1157,18.975,,18.122,,,,,,,,,,
220.484679,16.9729625,-0.11755,1.42394,0.1296,0.1419,18.779,0.33,17.19,0.199,,,,,,,,,
221.6106374,64.6984967,-0.32924,-0.08187,0.0312,0.0345,16.601,0.032,16.432,0.063,,,,,,,,,
220.4641635,4.6260689,-0.45389,-0.80508,0.0447,0.0537,16.65,0.043,16.345,0.097,,,,,,,,,
220.8203501,5.8274652,-1.60154,-0.11207,0.0046,0.0056,9.858,0.012,9.723,0.008,,,,,,,,,
220.4027186,-17.575546,-0.71075,-0.57205,0.0221,0.0188,14.494,0.022,14.29,0.024,,,,,,,,,
219.7512281,18.6555611,-0.05304,-1.6772,0.0071,0.0071,13.074,0.012,12.826,0.01,,,,,,,,,
220.8888299,8.5645444,-0.24588,-0.09386,0.0108,0.0124,14.926,0.017,14.898,0.025,220.889738,8.564969,15.73,0.0756,15.346,0.124,15.437,0.2474,
220.4210369,32.1415339,-0.14519,0.09156,0.0132,0.015,15.401,0.018,15.234,0.029,220.421481,32.14127,16.805,0.1412,16.206,0.2032,15.808,0.1904,
220.9581343,31.3254512,-0.35897,-0.12467,0.0154,0.0175,15.64,0.02,15.419,0.036,,,,,,,,,
219.8193092,-76.156888,-0.27244,-0.06032,0.012,0.014,15.163,0.016,14.962,0.024,219.823922,-76.156609,16.768,0.1848,15.719,0.15,15.622,0.2645,
221.7699991,75.1548633,-0.10056,-0.01935,0.0068,0.0066,14.252,0.014,14.044,0.013,221.771441,75.155022,15.292,0.0545,14.564,0.0629,14.204,0.0897,
220.3297555,-2.8524098,-0.13607,-0.1293,0.0143,0.0158,15.191,0.018,14.985,0.029,220.330083,-2.852035,16.71,0.1497,15.839,0.124,15.625,0.2595,
221.0714738,-20.3321195,-3.01218,-2.0066,0.0129,0.0066,11.593,0.008,11.36,0.006,221.086143,-20.322853,12.546,0.0259,12.142,0.0256,11.933,0.0259,
220.5522621,-19.7956067,-0.55277,-0.20733,0.0432,0.0472,16.475,0.039,16.393,0.1,,,,,,,,,
220.2244901,-12.2867679,-0.09991,-0.23436,0.0136,0.0157,15.063,0.019,14.906,0.03,220.224948,-12.285122,16.173,0.1146,15.716,0.1628,15.454,,
222.1967207,61.7965012,0.14829,-1.0181,0.0036,0.0051,13.982,0.012,13.789,0.012,222.195315,61.80069,14.837,0.0459,14.533,0.0737,14.012,0.0607,
221.0122424,8.3132001,-0.10593,-0.14578,0.014,0.0164,15.407,0.019,15.041,0.031,,,,,,,,,
221.8675331,21.9165083,-0.54743,-0.75356,0.0396,0.0468,16.328,0.047,16.17,0.105,,,,,,,,,
221.3212706,28.8814059,-0.20594,-0.30129,0.0245,0.028,16.14,0.027,16.078,0.059,,,,,,,,,
221.8283534,55.910972,0.09426,-0.07732,0.0126,0.0146,15.52,0.017,15.265,0.024,,,,,,,,,
221.5274114,-23.2885707,-0.7254,-0.98706,0.1174,0.1427,19.648,,15.955,0.072,,,,,,,,,
222.4779823,40.6467536,-0.3365,0.28257,0.0139,0.0156,15.494,0.031,15.234,0.038,,,,,,,,,
221.8070328,57.0317987,0.0804,-0.0394,0.0034,0.0039,8.931,0.013,8.746,0.008,221.806429,57.031967,9.914,0.027,9.334,0.0308,9.064,0.0209,
222.1972093,57.774867,-0.49782,0.32927,0.0352,0.0369,16.37,0.04,16.039,0.052,,,,,,,,,
221.6431862,68.6161366,-0.08266,-0.01973,0.0072,0.0072,14.381,0.015,14.181,0.013,221.644184,68.616272,15.327,0.0462,14.795,0.0739,14.588,0.0806,
222.6787955,67.8439164,-0.58658,0.07891,0.0702,0.068,18.164,0.087,16.446,0.061,,,,,,,,,
221.4918236,-17.2770403,-0.12305,-0.01121,0.0119,0.0133,14.68,0.017,14.319,0.021,221.49223,-17.276985,16.48,0.1338,15.451,0.0985,14.896,0.1328,
222.0271475,-25.5734159,0.04107,-0.81329,0.052,0.0498,18.998,0.329,15.177,0.036,,,,,,,,,
221.0348354,-5.5958759,-0.22671,-0.10611,0.0118,0.0136,14.988,0.018,14.793,0.026,221.035699,-5.595352,16.207,0.0809,15.628,0.0911,15.233,0.1847,
222.4423392,5.6144705,-0.12886,-0.16363,0.0148,0.018,15.372,0.021,15.145,0.034,,,,,,,,,
221.7240363,51.6602485,-0.1195,-0.21135,0.0141,0.0163,15.527,0.019,15.303,0.027,221.724647,51.66124,16.479,0.1246,16.017,0.1859,15.062,,
221.7896025,-69.6780883,-0.40739,-0.09348,0.0112,0.0135,14.812,0.019,14.897,0.029,221.794433,-69.677856,15.297,0.0682,15.044,0.0815,15.18,,
221.3335572,35.7201976,-0.15377,-0.01106,0.0095,0.0111,14.917,0.015,14.734,0.02,221.334308,35.720295,16.009,0.065,15.365,0.0748,14.92,0.1124,
221.8509499,-17.7059403,-1.24788,-0.59176,0.0209,0.0275,15.352,0.024,15.191,0.045,,,,,,,,,
221.4176972,17.8955503,0.0636,-0.05152,0.0128,0.0158,15.213,0.018,15.068,0.029,221.417432,17.895601,16.499,0.1343,15.998,0.1988,15.517,0.1816,
222.4343173,17.6234747,-0.23248,0.00194,0.0151,0.0173,15.512,0.02,15.274,0.032,,,,,,,,,
222.7285251,-2.5466225,-0.27079,-0.08781,0.0219,0.0236,15.823,0.024,15.736,0.05,,,,,,,,,
222.4365358,0.2910425,-0.14324,-0.14975,0.0145,0.0172,15.395,0.02,15.07,0.032,222.43707,0.291549,16.401,0.1106,16.232,0.2283,15.738,0.2696,
222.3775984,1.9307369,0.01812,-0.24227,0.0285,0.031,16.256,0.029,16.14,0.072,,,,,,,,,
222.9916005,2.9863018,-0.0784,-0.16735,0.0037,0.0038,10.249,0.013,10.06,0.009,222.991864,2.98697,11.277,0.0243,10.727,0.0241,10.44,0.0226,
221.8793147,2.4339463,0.02468,-0.13063,0.0076,0.0084,14.126,0.015,13.966,0.015,221.879019,2.434436,15.199,0.0572,14.661,0.0542,14.351,0.0827,
222.6395526,-19.7991783,-0.16702,-0.10385,0.0193,0.0207,15.498,0.058,14.616,0.044,222.639777,-19.798153,16.208,0.1106,16.002,0.1636,15.529,,
222.2574038,11.7859166,-0.2089,-0.35763,0.0245,0.0301,16.995,0.049,14.849,0.024,,,,,,,,,
221.6343075,-47.2333814,-0.26515,-0.19697,0.0037,0.0039,9.175,0.012,8.998,0.008,221.635915,-47.232548,10.174,0.0227,9.624,0.026,9.333,0.0229,
222.2357349,67.0487588,0.03092,-0.0853,0.0059,0.0067,14.216,0.013,14.033,0.012,222.235451,67.049133,15.383,0.0542,14.645,0.0653,14.408,0.0625,
223.5429293,-20.6923879,-0.13308,-0.27605,0.0039,0.004,9.185,0.012,8.982,0.008,223.543512,-20.691135,10.256,0.0288,9.666,0.0229,9.348,0.0211,
222.7020354,7.5573622,-0.93401,-0.49476,0.0259,0.0271,16.094,0.025,16.067,0.063,222.705681,7.559343,15.89,0.0712,16.128,0.1855,15.732,0.2715,
223.6709466,49.198653,-0.11305,0.10812,0.0075,0.009,14.737,0.014,14.297,0.014,,,,,,,,,
222.4122358,24.6101246,-0.42534,-0.77845,0.0207,0.0238,15.087,0.028,14.801,0.028,,,,,,,,,
223.0473351,-22.8459771,-0.15403,0.00291,0.0088,0.01,14.254,0.015,14.07,0.017,223.048022,-22.84602,15.812,0.0635,15.21,0.0716,14.578,0.0876,
222.8076303,-4.2694685,-0.15587,0.02659,0.0096,0.0106,14.655,0.016,14.407,0.019,222.808238,-4.269489,16.25,0.1149,15.347,0.11,15.117,0.1603,
222.8581328,-4.3333576,-0.1921,-0.09689,0.0116,0.0134,14.837,0.017,14.539,0.022,222.858904,-4.332937,16.206,0.0994,15.444,0.1173,14.944,0.1235,
223.0500176,5.7595123,-0.16341,-0.10044,0.0151,0.0169,15.129,0.021,14.956,0.028,223.050002,5.760551,15.525,0.0809,15.072,0.0824,14.88,0.1198,Hey
223.0500176,5.7595123,-0.16341,-0.10044,0.0151,0.0169,15.129,0.021,14.956,0.028,223.050354,5.759653,15.944,0.0745,15.508,0.168,14.963,0.1483,Hey
225.5529919,78.9105238,-0.07399,0.04278,0.0074,0.0068,14.399,0.016,14.245,0.014,225.554253,78.910301,15.383,0.0586,14.819,0.0769,14.689,0.1007,
223.0966963,26.2715477,-0.29954,-0.18992,0.0141,0.0153,15.61,0.019,15.364,0.031,,,,,,,,,
223.7623466,-37.399708,-0.22373,-0.10413,0.0124,0.0148,14.991,0.017,14.864,0.028,223.763392,-37.399303,16.341,0.1312,15.697,0.1314,15.24,0.195,
222.9278371,-18.2590348,0.13209,-0.23478,0.0148,0.0165,15.077,0.02,14.814,0.028,222.92702,-18.258038,16.457,0.1323,15.764,0.1367,15.319,0.2001,
224.1120922,17.9212513,-1.14076,0.65483,0.0046,0.0061,11.318,0.011,11.018,0.007,,,,,,,,,
224.1118176,17.9214622,-1.19407,0.89859,0.0062,0.0061,11.922,0.012,11.663,0.008,,,,,,,,,
222.0979595,65.6254153,-0.06318,-0.01017,0.0063,0.0068,14.209,0.013,14.026,0.012,222.098555,65.625526,15.096,0.0389,14.569,0.0637,14.301,0.0735,
223.2959521,64.5904026,-0.11331,0.01072,0.0066,0.0075,14.335,0.013,14.163,0.013,223.296944,64.59037,15.262,0.0375,14.698,0.0704,14.447,0.0681,
224.6701192,65.6376127,-0.08848,0.02211,0.0075,0.0076,14.501,0.014,14.325,0.013,224.670861,65.637573,15.503,0.052,15.007,0.0795,14.666,0.0908,
222.2390148,65.4098146,-0.08418,0.06763,0.0074,0.008,14.684,0.014,14.395,0.014,222.239791,65.409645,15.935,0.0948,15.366,0.1301,15.173,0.1457,
224.0981587,72.0128205,-0.1588,0.03851,0.0207,0.0184,16.068,0.09,15.546,0.07,,,,,,,,,
224.1229396,81.9487719,-0.29748,0.15118,0.0134,0.0116,15.28,0.018,15.532,0.028,224.13289,81.947899,15.15,0.0546,15.352,0.1302,15.245,0.2203,
219.0437347,81.1478399,-0.18884,0.01126,0.022,0.0197,16.142,0.026,15.899,0.04,219.045242,81.147713,17.196,0.1981,15.827,0.1709,15.856,0.256,
223.895231,-15.5688214,-0.97571,-2.03401,0.0113,0.0143,11.599,0.012,11.33,0.008,,,,,,,,,
223.0932062,15.0625548,0.06008,-0.40713,0.0102,0.0113,14.95,0.016,14.838,0.022,223.092799,15.064366,15.879,0.077,15.501,0.1344,15.466,0.1899,
223.688367,15.133099,-0.14164,0.11069,0.0159,0.0175,15.615,0.022,15.134,0.028,,,,,,,,,
222.7541039,56.4204852,-0.40059,0.16463,0.0254,0.0267,17.408,0.048,15.118,0.021,,,,,,,,,
224.5277351,29.622032,0.15517,-0.85213,0.0123,0.0142,15.15,0.017,15.151,0.029,224.527008,29.624933,14.972,0.0474,14.606,0.0748,14.739,0.1277,
223.4986099,53.1512815,-0.06301,0.12561,0.011,0.0134,15.178,0.016,14.974,0.02,223.499216,53.15073,16.489,0.1246,15.672,0.1509,15.252,,
224.3111009,58.2527177,-0.52848,-0.08664,0.0145,0.015,16.781,0.03,14.441,0.014,,,,,,,,,
224.1810867,43.0251393,-0.01716,-0.12497,0.0072,0.0084,14.47,0.014,14.233,0.014,224.181193,43.025669,16.29,0.1123,15.543,0.122,14.812,0.0948,
223.9187739,42.8033713,-0.47835,0.22234,0.0366,0.0411,17.68,0.067,15.513,0.033,,,,,,,,,
224.1563,-28.16945,0,0,0.0146,0.0092,17.647,,17.617,,,,,,,,,,
224.3472385,23.5731932,-0.1631,0.04032,0.0105,0.0124,14.938,0.016,14.748,0.021,224.348011,23.572943,16.694,0.146,15.751,0.1323,15.356,0.1802,
224.5353343,39.6449782,-0.10692,-0.95358,0.012,0.0168,14.566,0.017,14.475,0.019,,,,,,,,,
222.9877019,63.1340318,-0.02131,0.23275,0.0032,0.0036,9.189,0.011,8.979,0.007,222.987662,63.133018,10.22,0.0257,9.668,0.0308,9.373,0.0218,
223.5232693,63.3450484,-0.08383,-0.01384,0.0063,0.0073,14.358,0.013,14.287,0.013,223.52407,63.345116,15.211,0.0427,14.675,0.0742,14.443,0.0842,
224.9631705,63.6928839,-0.277,-0.22315,0.0155,0.0158,15.628,0.054,15.515,0.061,224.965561,63.694004,16.475,0.1398,16.488,,15.936,0.2782,
224.2664571,-10.648399,0.05792,-0.47605,0.0266,0.0295,15.863,0.025,16.008,0.069,,,,,,,,,
224.6226723,10.227637,0.09049,-0.41422,0.059,0.0664,18.912,0.259,15.695,0.049,,,,,,,,,
225.1918001,-35.3025193,-0.02378,0.05663,0.0153,0.0164,15.093,0.021,14.984,0.031,225.191846,-35.302673,15.839,0.0744,15.419,0.1386,15.036,0.1218,
225.5474403,35.5304789,-0.30558,-0.2211,0.0099,0.0114,15.006,0.016,14.945,0.022,225.54939,35.531658,16.038,0.0815,15.433,0.0875,15.056,0.1145,
224.0424489,44.0035808,-0.16499,0.27126,0.012,0.0142,15.493,0.018,15.165,0.024,,,,,,,,,
225.0611708,47.6608037,-0.41964,0.15534,0.0079,0.0071,14.188,0.026,14.03,0.024,225.063369,47.66032,15.125,0.0518,14.581,0.0758,14.527,0.0778,
225.5525484,-5.5793782,-0.23004,0.0231,0.0144,0.0162,15.162,0.019,14.805,0.026,225.55317,-5.579043,16.406,0.125,15.843,0.137,15.323,0.2061,
225.1236053,-6.4094699,-0.17318,-0.01074,0.0185,0.0203,15.547,0.023,15.251,0.038,225.124221,-6.40947,16.608,0.1476,15.895,0.1606,15.577,0.2301,
225.6032708,-33.4310218,-0.02209,-0.2344,0.0124,0.0129,14.841,0.017,14.673,0.024,,,,,,,,,
225.3319954,48.026019,-0.01268,-0.20575,0.0127,0.0142,15.35,0.018,15.138,0.023,225.332058,48.026821,16.804,0.1808,16.207,0.2127,15.758,0.2114,
224.7028361,-25.8511013,-0.19605,-0.05936,0.0122,0.014,14.862,0.018,14.712,0.026,224.703591,-25.850857,16.108,0.0987,15.43,0.124,15.097,0.1297,
226.6476717,-76.6027598,-0.47131,0.06243,0.0116,0.0129,15.024,0.033,14.886,0.039,226.654742,-76.603096,15.945,0.0959,15.489,0.1356,15.16,0.1563,
224.8127242,14.037484,-0.4003,-0.18771,0.0111,0.0127,15.056,0.017,14.974,0.025,224.814618,14.038377,15.886,0.0629,15.441,0.1182,15.061,0.1385,
224.9575588,13.7811046,-0.32209,0.00874,0.0212,0.0252,15.99,0.025,15.792,0.048,224.959044,13.781185,16.78,0.1533,16.543,0.3032,15.567,,
224.5504026,60.3625834,-0.10821,0.09179,0.0095,0.0104,15.041,0.015,14.814,0.018,224.551238,60.362179,16.667,0.1298,15.75,0.1476,15.207,0.1548,
226.6982104,70.4645193,0.69603,-1.39041,0.0966,0.0873,17.803,0.076,17.194,0.186,,,,,,,,,
224.944934,-8.5452983,-0.12578,-0.11844,0.0124,0.0144,14.893,0.016,14.665,0.024,,,,,,,,,
225.0003881,-18.4026302,-0.74513,-0.10381,0.0524,0.0597,17.201,0.065,15.622,0.051,,,,,,,,,
224.6577033,17.5806122,-0.32731,0.08568,0.0405,0.0442,18.732,0.217,15.37,0.034,,,,,,,,,
225.0413726,-2.8196409,-0.05084,-0.22658,0.0115,0.0131,14.838,0.016,14.707,0.023,225.041571,-2.81883,16.495,0.1271,15.633,0.1523,15.051,0.1675,
225.8501116,3.7845626,0,0,0.0215,0.0325,14.847,,15.02,,,,,,,,,,
225.9617983,15.2601545,-0.10587,-0.35224,0.0195,0.0243,15.921,0.024,15.726,0.046,225.962229,15.261948,16.894,0.154,16.102,,15.861,0.2832,
224.983608,-38.3311155,-0.34222,-0.19545,0.0204,0.0221,15.49,0.025,15.349,0.041,224.985139,-38.330524,16.071,0.0949,15.358,0.101,15.441,0.1869,
224.8884234,67.7650106,-0.08197,0.10618,0.0085,0.0087,14.912,0.016,14.577,0.015,,,,,,,,,
