,upload_RA,upload_Dec,distance,ra,dec,jAperMag3,jAperMag3Err,hAperMag3,hAperMag3Err,ksAperMag3,ksAperMag3Err,RA,Dec,PmrA,PMDEC,sigPMRA,sigPMDEC,w1mpro_pm,w1sigmpro_pm,w2mpro_pm,w2sigmpro_pm
56,0.9665806,-31.7820589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9666171,-31.7820589,0.11169000000000001,-0.14486,0.0229,0.0206,15.739,0.023,15.578,0.047
57,1.8681854,29.2374082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8688221,29.2374082,2.0,-1.43383,0.0102,0.0093,10.235,0.012,9.99,0.009000000000000001
58,1.8679368000000005,29.237694899999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8685464,29.2376949,1.91505,-1.35998,0.0116,0.0096,12.193,0.040999999999999995,11.657,0.025
59,2.4943031,-37.728271299999996,0.5036177,2.4944474999999997,-37.728190500000004,18.751938,0.060685,-999999500.0,-999999500.0,17.343363,0.091904,2.4943311,-37.7282713,0.07965,-0.33187,0.0363,0.0348,16.607,0.036000000000000004,16.194000000000003,0.068
60,1.8102623,37.7257047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8103040000000001,37.7257047,0.11865,0.00468,0.0093,0.008,14.28,0.017,14.128,0.016
61,1.3242869,37.6219834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3246513,37.6219834,1.03898,-0.28472,0.0113,0.0114,16.512999999999998,0.04,13.297,0.013000000000000001
62,1.3239426,37.621946799999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3244294,37.6219468,1.38799,-0.45645,0.0245,0.0222,17.727999999999998,0.095,14.011,0.018000000000000002
63,1.7322182000000002,-42.7572143,0.3595831,1.7320853999999999,-42.757236,15.172214000000002,0.0053479999999999995,14.724834,0.004549,14.489435,0.007298999999999998,1.7322743999999999,-42.7572143,0.14855,-0.016380000000000002,0.0095,0.0084,14.357000000000001,0.013999999999999999,14.203,0.016
64,1.1301466999999998,-45.9685126,0.6763650999999999,1.1300019,-45.968354,16.986559,0.012262,16.270441,0.013658000000000002,15.635779999999999,0.017034,1.1301632,-45.9685126,0.04129,-0.09994,0.0129,0.0117,15.081,0.017,14.765,0.022000000000000002
64,1.1301466999999998,-45.9685126,0.5955339,1.1300655000000002,-45.9683571,17.005785,0.015016,16.279795,0.012792,15.635953,0.016406999999999998,1.1301632,-45.9685126,0.04129,-0.09994,0.0129,0.0117,15.081,0.017,14.765,0.022000000000000002
65,2.9418915,-47.2185277,0.5871356,2.9416562,-47.2184953,19.209492,0.09147999999999999,19.596636,0.24291500000000002,-999999500.0,-999999500.0,2.9419937999999997,-47.2185277,0.25011,0.06817999999999999,0.07400000000000001,0.0748,18.749000000000002,0.195,15.988,0.052000000000000005
65,2.9418915,-47.2185277,0.6558632,2.9416265999999998,-47.218499,19.351482,0.115344,19.785004,0.340464,-999999500.0,-999999500.0,2.9419937999999997,-47.2185277,0.25011,0.06817999999999999,0.07400000000000001,0.0748,18.749000000000002,0.195,15.988,0.052000000000000005
