upload_ID,upload_RA,upload_Dec,distance,ra,dec,jAperMag3,jAperMag3Err,ksAperMag3,ksAperMag3Err,yAperMag3,yAperMag3Err
1,359.9060865,-8.8376156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.2950153,-9.5377627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0022410999999999998,-15.5800395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,359.6104858,-15.8828579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,359.22616519999997,-15.8893802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,359.22641139999996,-15.8890041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,359.9730341,-28.165985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.5730516,-29.655267600000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,359.9997341,-30.024475300000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.3926801,-33.2114349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,359.9551189,-33.0254251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.059861300000000006,-33.2044786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.2037061,-35.158944399999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.6674858,-34.2303859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.5463060000000001,-43.1665929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,359.18659019999996,-48.249021500000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.4978165,-49.43626629999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1.1949931999999999,-55.8713976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,359.65596760000005,-55.499753500000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.6436194000000001,-59.314673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,359.9603813,-62.3483214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,359.30491010000003,-63.1409354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,358.9726543,-67.00348570000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,359.81236060000003,-70.1848442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,358.8304079,-69.7332805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
