upload_ID,upload_RA,upload_Dec,distance,ra,dec,jAperMag3,jAperMag3Err,hAperMag3,hAperMag3Err,ksAperMag3,ksAperMag3Err,RA,Dec,PmrA,PMDEC,sigPMRA,sigPMDEC,w1mpro_pm,w1sigmpro_pm,w2mpro_pm,w2sigmpro_pm
738,28.7899228,-64.0321488,0.16120479999999998,28.7898272,-64.0321647,17.103752,0.013572,-999999500.0,-999999500.0,15.787431,0.019445,28.7900435,-64.0321488,0.19021,0.04615,0.0158,0.0131,15.485,0.019,15.29,0.032
739,30.0141661,-16.7303957,0.9415017,30.0144067,-16.7305195,18.082476,0.028368,-999999500.0,-999999500.0,16.73522,0.047539,30.0143054,-16.7303957,0.48011,-0.75603,0.0452,0.0441,15.639,0.047,15.372,0.052000000000000005
740,29.617941,17.016131299999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6179833,17.016131299999998,0.14578,-0.4348,0.0091,0.0088,14.276,0.015,14.130999999999998,0.017
741,19.1973942,-87.55330670000002,0.4568346,19.196824300000007,-87.55318220000002,16.785926999999994,0.046994,-999999500.0,-999999500.0,16.183467999999998,0.146758,19.1983487,-87.55330670000001,0.14669,0.07155,0.0196,0.0208,15.671,0.025,15.546,0.034
742,29.9411665,-26.262869,1.7982563000000005,29.9409729,-26.2624006,17.624317,0.047172000000000006,17.075478,0.050907,16.573957,0.06715,29.9411716,-26.262869,0.01633,-0.26603000000000004,0.0243,0.0221,15.77,0.024,15.378,0.038
743,31.4021777,-61.0992869,0.2415002,31.4020776,-61.099333400000006,15.146449,0.003262,-999999500.0,-999999500.0,14.375737,0.006773,31.4022355,-61.099286899999996,0.10064,0.04354,0.0074,0.0063,14.205,0.012,14.019,0.012
744,28.7166053,-60.4889509,0.0802568,28.7165703,-60.488965,15.337831,0.003624,-999999500.0,-999999500.0,14.550837,0.007204,28.716665000000006,-60.4889509,0.10582,0.02678,0.008,0.0071,14.388,0.014,14.211,0.014
745,30.7050228,1.7300615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7050557,1.7300615000000001,0.11836,-0.01756,0.0117,0.0112,14.765,0.018000000000000002,14.55,0.021
746,30.3134993,2.3069113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3135534,2.3069113,0.19472,-0.06258999999999999,0.0101,0.0093,14.315,0.015,14.289,0.019
747,30.4574123,-5.1082344000000015,3.2979303,30.4566289,-5.1087144,17.88382,0.026896,18.20789,0.088611,18.17401,0.166872,30.4576175,-5.108234400000001,0.73587,0.15734,0.0417,0.0443,17.191,0.057,15.45,0.043
748,30.67038680000001,-6.3209141,0.3575078,30.67035640000001,-6.3208195,15.099687,0.003251,14.591491,0.0032090000000000005,14.384689000000002,0.005056000000000001,30.6704187,-6.3209140999999995,0.11406,-0.04827,0.0092,0.008,14.278,0.014,14.128,0.017
749,30.513223,3.9437305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5131333,3.9437305,-0.32223,-0.32016,0.0037,0.0032,8.397,0.011,8.266,0.008
750,30.7267229,5.7027777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7274047,5.7027777,2.4422,-0.7120000000000001,0.0051,0.0052,8.633,0.012,8.496,0.008
751,30.7262592,5.7028808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7269314,5.7028808,2.40784,-0.7497699999999999,0.0034,0.0029,8.942,0.006999999999999999,8.826,0.005
752,30.726857899999995,5.7029132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.727379,5.7029132,1.86664,-1.05708,0.0158,0.0203,11.644,0.048,12.318,0.065
753,30.7323719,38.2078769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7324829,38.207876899999995,0.31405,0.04637,0.0129,0.012,15.095,0.018000000000000002,14.863,0.024
754,31.0778821,37.7039084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0779598,37.703908399999996,0.22142,0.0732,0.0245,0.0236,15.97,0.025,15.792,0.05
755,30.3861098,-19.4482647,0.654917,30.38614380000001,-19.4484438,15.26106,0.003204,-999999500.0,-999999500.0,14.593637,0.006645999999999999,30.3861361,-19.4482647,0.08931,-0.45085,0.0089,0.0084,14.446,0.014,14.287,0.017
756,30.07277920000001,-27.3422579,4.1596175,30.07399430000001,-27.3426703,19.514223,0.263669,-999999500.0,-999999500.0,-999999500.0,-999999500.0,30.0727704,-27.342257899999996,-0.02821,-1.39494,0.0129,0.0107,12.407,0.019,12.2,0.014
757,29.8102152,-7.0360231,1.046391,29.8103074,-7.035747200000001,17.478514,0.018869,16.360120000000002,0.012677,15.503926000000002,0.014014,29.8102098,-7.0360231,-0.01917,-0.19669,0.0128,0.0116,14.911,0.018000000000000002,14.674,0.023
758,30.663808000000003,-8.1224035,5.6828711,30.6628401,-8.121149,20.262959,0.176447,-999999500.0,-999999500.0,-999999500.0,-999999500.0,30.663808000000003,-8.1224035,0.0,0.0,0.1822,0.1512,18.124,,17.662,
759,30.6904213,-33.9982703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.690417600000004,-33.9982703,-0.01113,-0.18592,0.0117,0.0112,15.068,0.018000000000000002,14.77,0.023
760,30.3109747,-32.83478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3110835,-32.83478,0.32898,0.13521,0.0441,0.0451,17.593,0.079,15.624,0.04
761,30.139044,32.6925095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1390784,32.6925095,0.10419,-0.07786,0.0101,0.0086,14.293,0.015,14.09,0.017
762,31.2675774,-20.6086623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.267611100000003,-20.608662300000002,0.11338,-0.11899,0.0117,0.0101,14.717,0.016,14.627,0.022
763,31.1484137,-20.8674288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1484646,-20.8674288,0.17114,-0.00189,0.0156,0.0144,15.184,0.018000000000000002,15.02,0.03
764,30.052624800000004,-53.9635566,0.3000446,30.0524832,-53.9635578,15.008917000000002,0.003019,-999999500.0,-999999500.0,14.289075,0.005045,30.0526826,-53.9635566,0.12238,-0.00099,0.0077,0.0068,14.211,0.014,14.088,0.013
765,29.883632,-54.7697176,0.2324575,29.88353080000001,-54.7697452,15.232921,0.003184,-999999500.0,-999999500.0,14.478279999999998,0.00662,29.883667600000006,-54.7697176,0.07391,0.04048,0.0079,0.006999999999999999,14.27,0.012,14.122,0.013
766,30.039724,-10.4118879,0.3978281,30.0397191,-10.4117775,11.67019,0.000621,-999999500.0,-999999500.0,10.132774,0.000589,30.039754700000003,-10.4118879,0.10851,-0.23353,0.0044,0.0041,9.297,0.013,9.095,0.009000000000000001
768,31.4619095,-28.2512262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4619572,-28.251226199999998,0.15129,-0.11522,0.0158,0.0148,15.239,0.019,14.882,0.026
769,31.718774300000003,-22.5169371,0.0420416,31.7187793,-22.5169478,15.387394,0.003696,-999999500.0,-999999500.0,14.696588,0.007944,31.718797100000003,-22.5169371,0.07583,-0.11057,0.0107,0.0091,14.535,0.016,14.376,0.019
770,30.51715260000001,-51.1968657,0.1855699,30.5170868,-51.1968966,15.167299,0.004065,-999999500.0,-999999500.0,14.419764,0.00928,30.5172,-51.196865700000004,0.10685,0.0366,0.0081,0.0072,14.303,0.013,14.122,0.014
771,31.4676958,22.3817904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4677283,22.381790399999996,0.10831,-0.11044,0.0102,0.0089,14.399,0.015,14.246,0.019
772,31.5420206,-44.4780905,0.14728270000000002,31.5419805,-44.4780612,15.226529,0.003982,-999999500.0,-999999500.0,14.505849,0.00824,31.5420578,-44.4780905,0.0956,-0.01848,0.0082,0.0073,14.299,0.014,14.115,0.014
773,31.6898576,-24.4730705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6900882,-24.4730705,0.7555,0.20895,0.015,0.009000000000000001,14.630999999999998,0.023,14.405,0.03
774,31.6259265,24.6013218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.625964,24.6013218,0.12285,-0.01886,0.0091,0.0082,14.261,0.015,14.067,0.016
775,30.5656008,30.691955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.565605699999995,30.691955,0.0151,-0.31037,0.019,0.0184,15.517,0.021,15.273,0.038
776,31.61397980000001,-65.674306,0.06889769999999999,31.6139461,-65.6743192,15.130556,0.003336,-999999500.0,-999999500.0,14.384657999999998,0.006232,31.613993100000005,-65.674306,0.01978,-0.08006,0.0072,0.0065,14.215,0.013,14.021,0.012
777,31.64019170000001,16.9241805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6402312,16.9241805,0.13608,-0.11661,0.0116,0.011,14.798,0.017,14.578,0.022
778,31.9645803,47.7601041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9647041,47.7601041,0.2996,-0.17576,0.0293,0.029,16.213,0.028,15.979,0.059
779,33.7426963,-70.8457153,0.1019579,33.7427723,-70.84570179999999,15.255067000000002,0.004861,-999999500.0,-999999500.0,14.467602,0.009148,33.7427824,-70.8457153,0.10169,0.0052,0.0069,0.0063,14.242,0.015,14.072,0.013
780,30.6516322,-68.20637590000001,0.1919563,30.65166210000001,-68.20632370000001,15.074745000000002,0.002899,-999999500.0,-999999500.0,14.350312,0.005358,30.651712300000003,-68.20637590000001,0.10699000000000003,0.07028,0.0068,0.006,14.175999999999998,0.014,14.003,0.012
781,32.221475899999994,-68.51831999999999,0.481308,32.2213018,-68.5184375,16.776861,0.009474,-999999500.0,-999999500.0,15.120770000000002,0.012798,32.2215207,-68.51831999999999,0.05908,-0.23002,0.0073,0.0068,14.518,0.014,14.225,0.013
782,31.0318158,-67.82156479999999,0.1804709,31.0319479,-67.8215697,17.213541,0.010754,-999999500.0,-999999500.0,15.566783,0.013708,31.0318977,-67.82156479999999,0.11136,-0.00349,0.0093,0.008,14.787,0.015,14.441,0.015
783,30.9450787,41.151553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9451325,41.151553,0.14578,0.00952,0.0143,0.0139,15.18,0.02,15.038,0.029
784,32.2120558,-2.655864,0.25014970000000003,32.2119926,-2.6558931,15.190508,0.004189,14.711393,0.005797999999999999,14.469354999999998,0.007135,32.2120851,-2.655864,0.10542,-0.06332,0.0091,0.0081,14.201,0.015,14.024,0.016
785,31.1465048,-2.5706375,0.5446146,31.146418100000005,-2.5705134,14.965960999999998,0.003423,14.590527,0.004378,14.476782,0.006729000000000001,31.1465294,-2.5706375,0.08856,-0.09612,0.0102,0.0089,14.405,0.015,14.469,0.02
786,31.7994086,-31.386223200000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7995125,-31.386223200000003,0.31917,-0.09647,0.0301,0.0285,16.124000000000002,0.028,15.751,0.051
787,31.7949262,-36.1160241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7949656,-36.116024100000004,0.11462,-0.03236,0.0075,0.0072,14.242,0.013,14.078,0.014
788,30.9791995,-35.7319381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9794957,-35.7319381,0.86549,-0.18756,0.08199999999999999,0.0776,18.391,0.156,16.186,0.066
789,31.6078427,-0.3311054,0.7234251,31.6080406,-0.33107040000000004,16.013397,0.005727,15.605475,0.006984999999999999,15.338723000000002,0.012166,31.607879600000004,-0.3311054,0.1328,-0.26473,0.0259,0.0234,15.62,0.1,15.285,0.102
790,31.583579600000004,1.2878689,0.12521980000000002,31.583551,1.2878888000000002,15.242081,0.003661,14.706852,0.00405,14.348579,0.005946,31.5836095,1.2878688999999999,0.10762,-0.03746,0.0086,0.0079,14.175,0.015,14.012,0.015
791,32.102296100000004,1.0126813,0.4295995,32.1022045,1.0127578000000002,15.567444,0.004382,15.116494,0.005445,14.877666,0.008709999999999999,32.1023302,1.0126813000000001,0.12269,-0.06584,0.0115,0.0106,14.704,0.016,14.565,0.022
792,32.2597411,3.7790079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2597485,3.7790079,0.02658,-0.18121,0.0119,0.0119,14.875,0.019,14.562,0.021
793,31.1701189,17.9536851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1701726,17.9536851,0.18383,-0.06351,0.0131,0.0121,14.898,0.018000000000000002,14.788,0.027000000000000003
794,30.4791882,73.54175579999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.479466,73.54175579999999,0.28339000000000003,-0.10714,0.0037,0.0033,8.191,0.011,7.966,0.008
795,31.3023165,-5.2966952,5.1620704,31.3010192,-5.2973176,16.534735,0.009054,16.520592,0.02021,16.536938,0.037963,31.3026106,-5.2966952,1.05426,0.37203,0.0267,0.0285,16.177,0.025,16.044,0.063
796,32.0227973,5.1874474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0228228,5.1874474,0.09147,-0.1035,0.0092,0.0085,14.272,0.015,14.118,0.017
797,32.8185276,-53.25278879999999,0.142333,32.8184615,-53.25278960000001,15.335828,0.004071,-999999500.0,-999999500.0,14.627631,0.008186,32.8185853,-53.25278879999999,0.12435999999999997,0.0129,0.0081,0.0071,14.428,0.013,14.253,0.014
798,32.651631800000004,19.825716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6516648,19.825716,0.11172,-0.13089,0.0097,0.0087,14.303,0.016,14.169,0.018000000000000002
799,31.3726632,19.1199555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3727057,19.1199555,0.1447,0.03872,0.0122,0.0112,14.791,0.016,14.542,0.022
800,31.258846,18.9860394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2588619,18.986039399999996,0.05426,-0.18076,0.0125,0.0118,14.890999999999998,0.018000000000000002,14.672,0.024
801,31.6886323,52.9282709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6886915,52.9282709,0.12844,-0.04513,0.0172,0.0155,15.042,0.02,14.945,0.027000000000000003
802,31.9228756,-9.3933536,0.4997175,31.9228857,-9.3932151,15.338101000000002,0.003964,-999999500.0,-999999500.0,14.633446,0.008093000000000001,31.922881,-9.3933536,0.01937,-0.18994,0.0099,0.0094,14.517,0.017,14.382,0.019
803,31.7128596,-9.0127078,0.5477448,31.7127161,-9.0126523,15.649765,0.004834000000000001,-999999500.0,-999999500.0,14.958162,0.01077,31.7129087,-9.012707800000001,0.17468,-0.00462,0.0118,0.0109,14.749,0.017,14.548,0.021
804,34.1693792,-77.6899531,0.4253505,34.1689338,-77.6900234,15.503081,0.004722,-999999500.0,-999999500.0,14.774388,0.010417,34.1696357,-77.6899531,0.19683,-0.10403,0.0136,0.0138,15.044,0.02,14.923,0.022
805,34.1693792,-77.6899531,0.4253505,34.1689338,-77.6900234,15.503081,0.004722,-999999500.0,-999999500.0,14.774388,0.010417,34.1696357,-77.6899531,0.19683,-0.10403,0.0136,0.0138,15.044,0.02,14.923,0.022
806,31.5997184,9.2127976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.599755,9.2127976,0.13017,-0.15925999999999998,0.0137,0.0128,14.997,0.018000000000000002,14.864,0.027000000000000003
807,31.606695,26.6727089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6069346,26.672708899999996,0.77074,0.04732,0.1214,0.1091,16.729,0.081,15.542,0.07200000000000001
808,31.861238,-32.9761691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.861279,-32.9761691,0.12395,0.00563,0.0114,0.0104,14.691,0.016,14.461,0.019
809,33.16825410000001,-33.8685994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.16825410000001,-33.8685994,0.0,0.0,0.0497,0.0405,17.307000000000002,,16.874000000000002,
810,32.1074423,-42.5436516,0.13695179999999998,32.107474100000005,-42.5436816,15.057508,0.003222,-999999500.0,-999999500.0,14.281898000000002,0.006541,32.107479600000005,-42.5436516,0.09899,0.07307000000000001,0.0079,0.0071,14.13,0.014,14.003,0.013
811,31.8916571,33.5247446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8917183,33.5247446,0.1838,-0.03428,0.0115,0.0114,15.147,0.019,14.196,0.017
812,32.4615212,32.6935989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4615725,32.6935989,0.15538,-0.1505,0.0162,0.0147,15.306,0.019,15.21,0.035
813,31.9524066,42.3538529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9524723,42.3538529,0.17467,-0.06225,0.0093,0.0084,14.374,0.014,14.322,0.017
814,32.0566687,-11.7209723,1.6895804,32.0565779,-11.7205115,13.736396,0.001631,-999999500.0,-999999500.0,12.988146,0.002648,32.056754,-11.720972300000001,0.30077,-0.04697,0.0174,0.0151,14.084,0.03,13.955,0.023
815,32.212599600000004,-14.038013,0.458086,32.2124952,-14.0379361,15.255548,0.003554,-999999500.0,-999999500.0,14.530660999999998,0.007295999999999999,32.2126073,-14.038013000000001,0.02675,-0.23056,0.0145,0.0135,14.351,0.024,14.204,0.021
816,32.7706724,-22.2284039,0.1308168,32.7706402,-22.2284246,15.272882,0.003595,-999999500.0,-999999500.0,14.591538,0.008215,32.7706856,-22.2284039,0.04392,-0.12521,0.0105,0.0086,14.444,0.014,14.293,0.018000000000000002
817,31.990194800000005,-22.5427003,0.032128500000000004,31.99019310000001,-22.5426915,16.733610000000002,0.008659,-999999500.0,-999999500.0,15.784977,0.019595,31.9902408,-22.5427003,0.15289,-0.12344,0.0183,0.0186,15.563,0.022,15.432,0.037000000000000005
818,32.6477119,46.699351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6477119,46.699351,0.0,0.0,0.0176,0.0115,17.230999999999998,,16.559,
819,32.9355339,-15.6982796,0.1785553,32.9355142,-15.698325400000002,15.310175,0.0034590000000000003,-999999500.0,-999999500.0,14.583288,0.007562,32.9355455,-15.6982796,0.040080000000000005,-0.16328,0.0091,0.008,14.423,0.015,14.254,0.017
820,32.286041600000004,-14.5627874,0.1577096,32.285996399999995,-14.5627896,15.369616,0.004025,-999999500.0,-999999500.0,14.627227,0.0076409999999999985,32.286069,-14.562787400000001,0.09529,-0.05914,0.0091,0.0087,14.45,0.016,14.348,0.017
821,32.84218619999999,39.9205445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.842553499999994,39.9205445,1.01401,-0.49732,0.0076,0.008,13.604,0.012,13.623,0.014
822,32.8419554,39.9205271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8424661,39.9205271,1.41006,-0.6970000000000001,0.0116,0.0104,14.312,0.012,14.38,0.019
823,33.2291264,-30.4465276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.229164399999995,-30.4465276,0.11797,-0.02653,0.015,0.0137,15.029000000000002,0.02,14.809,0.024
824,31.9763708,-60.5730676,0.1281078,31.97630250000001,-60.57307950000001,15.453938,0.004242,-999999500.0,-999999500.0,14.57952,0.008129,31.9764402,-60.573067599999995,0.12274000000000003,-0.007759999999999999,0.0078,0.0073,14.349,0.014,14.217,0.013
825,33.049513399999995,-60.9672618,0.2032069,33.0494134,-60.96723299999999,17.504248,0.018132,-999999500.0,-999999500.0,16.128529,0.030153,33.0496127,-60.9672618,0.17357999999999998,0.02483,0.0174,0.0148,15.738,0.019,15.446,0.03
826,32.068501899999994,-63.9654772,0.2159024,32.0683869,-63.9655096,16.384729999999998,0.006636,-999999500.0,-999999500.0,15.207747,0.011438,32.0686175,-63.9654772,0.18259,0.0588,0.0122,0.0103,14.963,0.015,14.802,0.02
827,33.4621281,15.9852297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4625179,15.9852297,1.34907,-0.45084,0.0063,0.0072,11.042,0.011,11.012,0.008
828,34.2773947,-54.62423879999999,0.2475529,34.2773521,-54.6241746,15.340715,0.003455,-999999500.0,-999999500.0,14.516283,0.006819,34.277429999999995,-54.62423879999999,0.07364,-0.08911000000000001,0.0078,0.0066,14.349,0.013,14.175999999999998,0.014
829,33.7896609,-2.9032264,0.8216995,33.7895188,-2.9030476000000003,16.270887,0.010734,15.817916,0.014455,15.41583,0.016812,33.7897026,-2.9032264,0.15007,-0.12594,0.0136,0.013,15.099,0.019,14.818,0.027000000000000003
830,33.7165631,-57.8341644,0.2493608,33.7164407,-57.834188,15.084044,0.004158,-999999500.0,-999999500.0,14.357389,0.007833,33.7166363,-57.8341644,0.14037,0.0169,0.0073,0.0064,14.184,0.014,14.021,0.013
831,34.2539144,-57.4293303,0.292699,34.25379829999999,-57.42927829999999,15.488132,0.004406,-999999500.0,-999999500.0,14.662573000000002,0.009418,34.2539539,-57.4293303,0.07646,-0.05744,0.0079,0.0069,14.393,0.015,14.187,0.014
832,34.4273459,-57.3301588,0.1469051,34.4273368,-57.3301993,16.761734,0.011453,-999999500.0,-999999500.0,15.74966,0.02545,34.4274088,-57.3301588,0.12221,0.03668,0.014,0.0124,15.469,0.016,15.413,0.029
833,32.8736668,1.4734791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8737208,1.4734791,0.1944,0.01066,0.0096,0.009000000000000001,14.377,0.016,14.308,0.017
834,33.07344869999999,3.5629423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0735315,3.5629422999999996,0.29735,0.15033,0.0094,0.0096,14.804,0.03,14.697,0.034
835,33.8408568,57.6744459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8408089,57.6744459,-0.09216,-0.16491,0.0244,0.0242,16.377,0.04,14.76,0.024
837,33.451436,-25.5198135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.451559499999995,-25.5198135,0.40125,-0.90465,0.0067,0.0061,11.759,0.017,11.706,0.013
838,33.4510142,-25.517452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4510142,-25.517452,0.0,0.0,0.0356,0.0347,18.659,,17.898,
839,32.680174699999995,-51.8519512,0.2736198,32.680064,-51.8519844,15.562687,0.005619,-999999500.0,-999999500.0,14.816476000000002,0.012599,32.680232000000004,-51.8519512,0.12737,0.01275,0.0095,0.0084,14.66,0.013,14.49,0.017
840,32.9946389,26.4782072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.9946712,26.4782072,0.10414,-0.1513,0.0094,0.0084,14.21,0.014,14.048,0.017
841,32.9652414,-3.9012838,0.5048409,32.9652312,-3.9011439,11.713023,0.000634,11.38042,0.0007509999999999999,10.985161,0.000858,32.9652491,-3.9012837999999994,0.027510000000000003,-0.1545,0.0039,0.0034,9.544,0.011,9.352,0.009000000000000001
842,33.9506027,-3.8442884,2.8103488,33.9498437,-3.8440987,11.24682,0.000571,11.706918,0.000858,11.309856,0.001056,33.9508357,-3.8442884,0.83688,-0.18194,0.0038,0.0032,9.518,0.015,9.325,0.012
843,33.948446999999994,-3.8439685,2.1014446,33.9479192,-3.8437167,-999999500.0,-999999500.0,17.54641,0.053801,17.258272,0.081624,33.948446999999994,-3.8439685,0.0,0.0,0.0254,0.0428,17.72,,19.442,
844,33.620557299999994,-5.869402,1.1181004,33.62041,-5.8696758,19.12212,0.089451,-999999500.0,-999999500.0,17.47158,0.07787899999999999,33.620828,-5.869402,0.96928,-0.8688299999999999,0.0636,0.0635,15.673,0.061,15.095999999999998,0.054000000000000006
845,34.540978,-66.96460379999999,0.0923909,34.54099420000001,-66.9646287,10.811404,0.000463,-999999500.0,-999999500.0,10.025549,0.000629,34.541062,-66.96460379999999,0.1183,-0.00063,0.0038,0.0036,9.807,0.012,9.577,0.008
846,31.9731611,-66.74608789999999,0.1236802,31.9732359,-66.74607040000001,15.439002,0.003961999999999999,-999999500.0,-999999500.0,14.618528,0.0073760000000000015,31.9732297,-66.74608789999999,0.09746,0.03425,0.0077,0.0067,14.395,0.013,14.216,0.013
848,32.2532767,-69.632589,0.2263455,32.2534482,-69.6325693,15.231137,0.003863,-999999500.0,-999999500.0,14.472712,0.0076409999999999985,32.2533719,-69.632589,0.11932,0.04055,0.0075,0.0065,14.252,0.013,14.123,0.013
849,33.02467530000001,-68.9502032,0.32913000000000003,33.0249233,-68.95018259999999,15.535336,0.004518,-999999500.0,-999999500.0,14.724376,0.009691,33.024768800000004,-68.9502032,0.1209,0.04377,0.0077,0.006999999999999999,14.485,0.014,14.324000000000002,0.014
850,32.5378528,-80.39155579999998,0.1061034,32.5380284,-80.3915526,18.251253,0.049673,-999999500.0,-999999500.0,16.552353,0.054964,32.5380288,-80.39155579999999,0.10575,0.10371,0.0155,0.016,15.692,0.023,15.297,0.025
851,33.227119300000005,-8.0821303,0.3834048,33.2272237,-8.0821559,15.6538,0.003995,-999999500.0,-999999500.0,14.862941,0.008286,33.227155100000004,-8.0821303,0.12753,-0.00886,0.0088,0.0077,14.204,0.016,14.005,0.015
852,34.272954299999995,7.9805413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.272992200000004,7.9805413,0.135,-0.03917,0.0244,0.0253,16.797,0.093,14.626,0.038
853,33.003907500000004,32.36094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.003907500000004,32.36094,0.0,0.0,0.032,0.0361,17.802,,17.148,
854,33.284449,-19.0318398,3.8638243,33.2850875,-19.0327273,19.62353,0.13952,-999999500.0,-999999500.0,-999999500.0,-999999500.0,33.284449,-19.0318398,0.0,0.0,0.0299,0.063,18.499,,17.344,
855,33.9959185,-9.4869108,0.7138882,33.995742,-9.486816,12.261066,0.0007650000000000001,-999999500.0,-999999500.0,11.696588,0.001225,33.9959514,-9.4869108,0.11672,-0.07088,0.0042,0.0039,7.44,0.015,7.282,0.009000000000000001
856,33.618348,-26.97700080000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6183744,-26.977000800000003,0.08482,-0.13647,0.0124,0.0114,14.895,0.019,14.677,0.023
857,33.493148100000006,-45.1508888,1.567059,33.4930758,-45.1504565,16.560276,0.008804000000000001,-999999500.0,-999999500.0,15.80543,0.020972,33.4931445,-45.1508888,-0.00922,-0.47597,0.0247,0.023,15.856,0.024,15.632,0.039
858,33.1464881,73.4043835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1466306,73.4043835,0.14656,-0.08949,0.0171,0.015,15.515999999999998,0.021,15.436,0.031
859,34.2690616,-12.9881529,0.694297,34.26914779999999,-12.9879793,15.134731,0.003158,-999999500.0,-999999500.0,14.375207,0.0062450000000000006,34.2693065,-12.988152900000001,0.8591799999999999,-0.5766600000000001,0.0234,0.0252,15.338,0.024,15.03,0.033
860,33.454271500000004,-33.7566984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4543255,-33.7566984,0.16172,0.32344,0.0086,0.0077,14.008,0.016,14.029000000000002,0.015
861,34.7495862,-33.3789524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7496232,-33.378952399999996,0.1111,-0.21081,0.0261,0.0244,15.878,0.024,15.87,0.053
862,33.3455659,38.5344915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3457713,38.5344915,0.5783,-0.32608000000000004,0.0455,0.0472,17.587,0.106,15.36,0.037000000000000005
